YY-MM-DD HH:00,Год,Месяц,День,Час,Блок манифольда|P бм |кгс/см²,Блок манифольда|t жидкости|°С,С-1|P сеп.|кгс/см²,С-1|t жидкости|°С,С-1|L жидкости|см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Добыча воды за 2 ч |м3 лаг:(-1),П-123max|Р нефти на выходе|кгс/см²,П-123max|Р нефти на входе|кгс/см²,П-123median|Т нефти на выходе|кгс/см²,П-123median|Т теплоно-сителя|кгс/см²
2021-04-10 14:00,2021,4,10,14,6.8,14,6.1,14,65,2.4,56.0,48,75,2.4,55,49,81,1.9,52,50,1.9,52,51,53,53,13,62.0,4.9,3.6,68,246,0.4,13,60,5.0,4.1,66,313,0.4,14,58.0,5.2,4.2,65,309,0.4,2.379,4.2,5.2,60.0,68
2021-04-10 16:00,2021,4,10,16,6.8,14,6.0,14,69,2.5,56.0,47,95,2.5,56,51,83,1.9,52,51,1.9,52,51,54,54,14,57.0,5.6,4.5,66,166,0.4,13,55,5.7,4.6,64,305,0.4,14,60.0,5.7,4.6,68,232,0.4,7.94099999999999,4.6,5.7,57.0,68
2021-04-10 18:00,2021,4,10,18,6.6,14,5.9,14,72,2.5,56.0,53,82,2.5,55,54,95,1.9,52,51,1.9,52,51,54,57,14,59.0,5.5,4.3,68,237,0.4,14,54,5.5,4.4,63,157,0.4,15,56.0,5.6,4.5,64,300,0.4,2.8,4.5,5.6,56.0,68
2021-04-10 20:00,2021,4,10,20,6.5,14,6.0,14,65,2.4,57.0,53,70,2.4,56,53,90,1.9,52,51,1.9,52,51,54,60,14,57.0,5.4,4.3,66,163,0.4,13,55,5.4,4.5,65,159,0.4,14,56.0,5.3,4.3,64,142,0.4,0.386999999999995,4.5,5.4,56.0,66
2021-04-10 22:00,2021,4,10,22,6.6,14,6.2,14,65,2.4,57.0,51,80,2.4,57,52,81,1.8,52,51,1.8,52,51,54,54,14,57.0,4.2,3.4,64,125,0.4,14,56,4.3,3.4,64,144,0.4,14,59.0,4.3,3.5,66,277,0.4,1.15500000000001,3.5,4.3,57.0,66
2021-04-11 00:00,2021,4,11,0,6.5,14,5.7,14,73,2.4,57.0,53,71,2.3,57,53,73,1.8,52,51,1.8,52,49,54,55,14,60.0,5.0,4.0,66,315,0.4,13,58,5.0,4.0,66,249,0.4,14,57.0,5.0,4.0,65,162,0.4,2.203,4.0,5.0,58.0,66
2021-04-11 02:00,2021,4,11,2,6.5,14,6.0,14,65,2.4,57.0,51,71,2.4,57,52,83,1.8,52,51,1.8,52,51,54,58,14,57.0,4.2,3.4,64,201,0.4,14,56,4.3,3.4,64,198,0.4,14,59.0,4.3,3.5,66,277,0.4,0.604000000000008,3.5,4.3,57.0,66
2021-04-11 04:00,2021,4,11,4,6.6,14,5.7,14,75,2.4,57.0,52,80,2.4,57,52,76,1.8,52,53,1.8,52,53,54,56,14,58.0,4.4,3.6,64,126,0.4,14,59,4.4,3.6,68,312,0.4,14,60.0,4.4,3.5,67,227,0.4,0.930999999999983,3.6,4.4,59.0,68
2021-04-11 06:00,2021,4,11,6,6.5,14,5.9,14,75,2.4,57.0,52,80,2.4,57,52,76,1.8,52,53,1.8,52,53,54,51,14,59.0,4.2,3.4,64,215,0.4,14,59,4.4,3.6,68,226,0.4,14,60.0,4.4,3.5,67,227,0.4,1.93300000000002,3.6,4.4,59.0,68
2021-04-11 08:00,2021,4,11,8,6.9,14,6.0,14,75,2.4,57.0,52,80,2.4,57,52,76,1.8,52,53,1.8,52,53,54,57,14,57.0,4.4,3.5,63,112,0.4,14,59,4.5,3.5,68,265,0.4,14,57.0,4.4,3.5,64,132,0.4,0.0329999999999959,3.5,4.5,57.0,68
2021-04-11 10:00,2021,4,11,10,6.8,14,6.0,14,67,2.4,57.0,52,86,2.4,57,52,73,1.8,50,53,1.8,51,53,54,58,14,57.0,4.9,3.5,63,112,0.4,14,59,4.9,3.8,66,226,0.4,14,57.0,5.1,4.2,67,320,0.4,0.0859999999999843,4.2,5.1,57.0,67
2021-04-11 12:00,2021,4,11,12,6.5,14,5.9,14,63,2.4,57.0,52,74,2.4,57,52,73,1.8,50,53,1.8,51,53,54,54,13,58.0,4.4,3.6,65,135,0.4,13,58,4.4,3.6,66,162,0.4,14,58.0,4.5,3.7,65,309,0.4,0.00200000000000244,3.7,4.5,58.0,66
2021-04-11 14:00,2021,4,11,14,6.9,14,6.0,14,75,2.4,57.0,52,100,2.4,57,52,78,1.8,50,51,1.8,51,51,55,53,14,58.0,4.9,4.0,67,176,0.4,13,54,4.7,3.9,63,269,0.4,15,56.0,4.7,3.9,65,301,0.4,1.80200000000002,4.0,4.9,56.0,67
2021-04-11 16:00,2021,4,11,16,6.5,14,5.9,14,66,2.4,57.0,52,77,2.4,57,52,74,1.7,51,51,1.7,51,45,54,53,14,58.0,5.2,4.2,67,176,0.4,13,54,5.2,4.2,63,269,0.4,15,56.0,5.2,4.2,65,301,0.4,3.693,4.2,5.2,56.0,67
2021-04-11 18:00,2021,4,11,18,6.5,14,6.0,14,66,2.4,57.0,52,83,2.4,57,52,76,1.7,51,51,1.7,51,51,54,54,14,56.0,5.5,4.5,65,305,0.4,13,58,5.6,4.6,67,316,0.4,15,59.0,5.6,4.5,68,214,0.4,4.19599999999998,4.6,5.6,58.0,68
2021-04-11 20:00,2021,4,11,20,6.6,14,6.1,14,73,2.3,57.0,51,72,2.3,56,52,74,1.7,52,51,1.7,51,45,54,57,14,59.0,5.0,4.0,64,130,0.4,13,58,5.0,4.0,67,165,0.4,14,60.0,5.0,4.0,67,316,0.4,1.16100000000001,4.0,5.0,59.0,67
2021-04-11 22:00,2021,4,11,22,6.7,14,5.8,14,73,2.4,57.0,53,71,2.3,57,53,73,1.8,52,51,1.8,52,49,54,54,14,60.0,5.0,4.0,66,315,0.4,13,58,5.0,4.0,66,249,0.4,14,57.0,5.0,4.0,65,162,0.4,1.34499999999999,4.0,5.0,58.0,66
2021-04-12 00:00,2021,4,12,0,6.7,14,6.3,14,69,2.4,54.0,54,76,2.4,63,52,77,1.8,47,54,54.0,50,54,51,60,13,54.0,4.8,3.8,61,210,0.4,13,51,4.8,3.8,60,127,0.4,14,56.0,4.5,3.8,65,232,0.4,16.391,3.8,4.8,54.0,65
2021-04-12 02:00,2021,4,12,2,6.6,14,6.0,14,73,2.4,57.0,53,79,2.3,57,53,76,1.8,52,51,1.8,52,49,54,54,14,61.0,5.0,4.0,67,288,0.4,13,56,5.0,4.0,64,137,0.4,14,58.0,5.0,4.0,66,243,0.4,1.49700000000001,4.0,5.0,58.0,67
2021-04-12 04:00,2021,4,12,4,6.8,14,6.2,14,75,2.4,57.0,52,80,2.4,57,52,76,1.8,52,53,1.8,52,53,54,56,14,58.0,4.4,3.6,64,126,0.4,14,59,4.4,3.6,68,312,0.4,14,60.0,4.4,3.5,67,227,0.4,2.57399999999999,3.6,4.4,59.0,68
2021-04-12 06:00,2021,4,12,6,6.7,14,5.8,14,75,2.4,57.0,52,77,2.4,56,52,75,1.7,52,53,1.7,52,53,54,51,14,62.0,5.0,3.8,68,299,0.4,14,58,5.0,3.8,66,142,0.4,14,58.0,5.0,3.6,66,138,0.4,1.836,3.8,5.0,58.0,68
2021-04-12 08:00,2021,4,12,8,6.5,14,6.0,14,75,2.4,57.0,52,72,2.4,56,52,72,1.8,52,50,1.8,52,52,54,53,13,61.0,4.4,3.6,68,251,0.4,13,59,4.4,3.6,68,277,0.4,14,60.0,4.3,3.4,67,219,0.4,2.395,3.6,4.4,60.0,68
2021-04-12 10:00,2021,4,12,10,6.6,14,5.7,14,76,2.4,58.0,56,70,2.4,57,53,75,1.7,52,50,1.8,52,52,54,56,14,59.0,5.0,4.0,65,303,0.4,13,56,5.0,4.0,64,139,0.4,14,55.0,5.0,4.0,63,246,0.4,0.309000000000008,4.0,5.0,56.0,65
2021-04-12 12:00,2021,4,12,12,6.6,14,5.9,14,76,2.4,55.0,56,65,2.4,54,53,95,1.7,52,50,1.8,52,52,54,58,14,54.0,5.0,4.0,61,119,0.4,13,57,5.0,4.0,65,199,0.4,14,55.0,5.0,4.0,63,146,0.4,1.05900000000001,4.0,5.0,55.0,65
2021-04-12 14:00,2021,4,12,14,6.6,14,5.8,14,73,2.4,54.0,52,66,2.4,54,52,76,1.7,52,50,1.7,51,52,52,59,14,57.0,4.7,3.9,63,301,0.4,13,54,4.9,3.7,63,144,0.4,14,57.0,4.9,3.8,64,165,0.4,0.0410000000000075,3.9,4.9,57.0,64
2021-04-12 16:00,2021,4,12,16,6.6,14,6.0,14,70,2.4,55.0,52,77,2.4,54,52,76,1.4,52,50,1.4,51,52,47,0,14,57.0,4.7,3.9,63,301,0.4,13,54,4.9,3.7,63,144,0.4,14,57.0,4.9,3.8,64,165,0.4,0.621999999999986,3.9,4.9,57.0,64
2021-04-12 18:00,2021,4,12,18,6.9,14,6.1,14,68,2.5,53.0,53,90,2.5,53,52,75,1.9,51,50,1.9,50,52,52,61,14,58.0,4.5,3.8,63,301,0.4,13,55,4.5,3.8,64,156,0.4,14,56.0,4.5,3.7,64,154,0.4,4.82099999999998,3.8,4.5,56.0,64
2021-04-12 20:00,2021,4,12,20,6.9,14,6.0,14,69,2.4,55.0,54,70,2.4,54,52,76,1.7,48,50,1.8,51,54,52,62,13,56.0,4.8,3.8,61,289,0.4,13,57,4.8,3.8,64,309,0.4,14,54.0,4.5,3.8,62,136,0.4,1.63800000000002,3.8,4.8,56.0,64
2021-04-12 22:00,2021,4,12,22,6.6,14,5.8,14,69,2.4,54.0,54,71,2.4,54,52,74,1.8,48,50,1.8,51,54,52,56,13,57.0,4.8,3.8,63,289,0.4,13,54,4.8,3.8,63,309,0.4,14,56.0,4.5,3.8,64,136,0.4,12.935,3.8,4.8,56.0,64
2021-04-13 00:00,2021,4,13,0,6.6,14,5.8,14,60,2.4,54.0,50,83,2.7,54,50,75,1.7,45,52,1.7,49,52,51,64,15,60.0,5.1,3.7,65,177,0.4,14,47,5.3,4.5,62,139,0.4,15,47.0,5.4,4.5,64,164,0.4,1.04299999999999,4.5,5.4,47.0,65
2021-04-13 02:00,2021,4,13,2,6.5,14,5.8,14,69,2.4,54.0,54,72,2.4,63,52,78,1.8,47,54,54.0,50,54,51,60,13,54.0,4.8,3.8,61,210,0.4,13,51,4.8,3.8,60,127,0.4,14,56.0,4.5,3.8,65,232,0.4,13.42,3.8,4.8,54.0,65
2021-04-13 04:00,2021,4,13,4,6.6,14,6.2,14,75,2.4,54.0,52,80,2.4,53,52,76,1.8,47,53,1.8,49,53,51,56,14,52.0,4.4,3.6,61,126,0.4,14,62,4.4,3.6,62,245,0.4,14,54.0,4.4,3.5,63,134,0.4,9.273,3.6,4.4,54.0,63
2021-04-13 06:00,2021,4,13,6,6.5,14,5.9,14,75,2.4,54.0,52,80,2.4,53,52,76,1.8,46,53,1.8,48,53,51,56,14,57.0,4.4,3.6,64,126,0.4,14,56,4.4,3.6,64,245,0.4,14,53.0,4.4,3.5,62,234,0.4,3.56900000000001,3.6,4.4,56.0,64
2021-04-13 08:00,2021,4,13,8,6.7,14,6.0,14,75,2.4,54.0,52,80,2.4,53,52,76,1.8,46,53,1.8,47,53,51,57,14,58.0,4.4,3.6,64,211,0.4,14,57,4.4,3.6,65,230,0.4,14,54.0,4.4,3.5,62,209,0.4,6.723,3.6,4.4,57.0,65
2021-04-13 10:00,2021,4,13,10,6.7,14,6.0,14,65,2.4,51.0,55,82,2.4,50,54,80,1.8,48,51,1.8,50,49,51,63,13,54.0,4.7,3.6,59,148,0.4,13,51,4.8,3.7,59,141,0.4,14,53.0,4.9,3.9,60,141,0.4,5.00099999999998,3.9,4.9,53.0,60
2021-04-13 12:00,2021,4,13,12,6.6,14,5.9,14,62,2.5,51.0,52,87,2.4,51,51,99,1.9,47,51,1.9,49,52,49,66,14,55.0,4.5,3.7,62,183,0.4,13,51,4.8,3.9,59,298,0.4,15,55.0,5.1,4.0,62,198,0.4,0.525000000000006,4.0,5.1,55.0,62
2021-04-13 14:00,2021,4,13,14,6.6,14,6.0,14,62,2.5,51.0,50,75,2.5,50,53,76,1.9,47,52,1.9,48,52,48,50,14,54.0,4.6,3.9,61,167,0.4,13,52,4.4,3.7,61,150,0.4,14,49.0,4.1,3.3,57,247,0.4,3.715,3.9,4.6,52.0,61
2021-04-13 16:00,2021,4,13,16,6.7,14,6.0,14,63,2.4,47.0,52,83,2.4,47,52,72,1.7,47,51,1.7,49,54,48,47,13,31.0,4.1,3.5,36,32,0.4,13,53,4.1,3.4,60,304,0.4,14,51.0,4.2,3.4,58,122,0.4,1.39500000000001,3.5,4.2,51.0,60
2021-04-13 18:00,2021,4,13,18,6.6,14,5.7,14,64,2.4,52.0,52,75,2.4,52,53,75,1.7,44,51,1.7,48,47,44,35,13,51.0,4.4,3.6,57,199,0.4,13,53,4.8,3.9,61,306,0.4,14,52.0,4.8,3.8,59,294,0.4,4.666,3.9,4.8,52.0,61
2021-04-13 20:00,2021,4,13,20,6.7,14,6.0,14,60,2.4,52.0,50,83,2.7,52,50,75,1.7,44,52,1.7,49,52,51,66,15,60.0,5.1,3.7,65,177,0.4,14,47,5.3,4.5,62,139,0.4,15,47.0,5.4,4.5,64,164,0.4,0.39799999999998,4.5,5.4,47.0,65
2021-04-13 22:00,2021,4,13,22,6.5,14,5.8,14,60,2.4,54.0,50,83,2.7,54,50,75,1.7,45,52,1.7,49,52,51,63,15,60.0,5.1,3.7,65,177,0.4,14,47,5.3,4.5,62,139,0.4,15,47.0,5.4,4.5,64,164,0.4,1.69900000000001,4.5,5.4,47.0,65
2021-04-14 00:00,2021,4,14,0,6.9,14,6.1,14,71,2.2,54.0,54,75,2.2,53,53,76,1.3,47,55,1.3,50,45,39,10,13,56.0,4.4,3.4,61,306,0.4,13,52,4.6,3.5,60,195,0.4,14,56.0,5.0,3.9,63,306,0.4,1.56499999999999,3.9,5.0,56.0,63
2021-04-14 02:00,2021,4,14,2,6.6,14,5.8,14,60,2.4,54.0,50,83,2.7,54,50,75,1.7,45,52,1.7,49,52,51,65,15,60.0,5.1,3.7,65,177,0.4,14,47,5.3,4.5,62,139,0.4,15,47.0,5.4,4.5,64,164,0.4,2.85000000000002,4.5,5.4,47.0,65
2021-04-14 04:00,2021,4,14,4,6.8,14,5.8,14,75,2.4,55.0,52,72,2.4,54,52,77,1.6,45,53,1.6,49,53,51,68,14,55.0,4.4,3.6,63,126,0.4,14,55,4.4,3.6,63,182,0.4,14,54.0,4.4,3.5,63,134,0.4,0.802999999999974,3.6,4.4,55.0,63
2021-04-14 06:00,2021,4,14,6,6.5,14,5.9,14,75,2.4,55.0,52,72,2.4,54,52,77,1.6,45,53,1.6,49,53,51,65,14,54.0,4.4,3.6,61,263,0.4,14,54,4.4,3.6,62,291,0.4,14,54.0,4.4,3.5,63,134,0.4,0.0750000000000064,3.6,4.4,54.0,63
2021-04-14 08:00,2021,4,14,8,6.7,14,5.7,14,75,2.4,55.0,52,76,2.4,54,52,73,1.8,45,53,1.8,49,53,51,67,14,57.0,4.4,3.6,62,290,0.4,14,56,4.4,3.6,64,280,0.4,14,55.0,4.4,3.5,63,134,0.4,0.745000000000005,3.6,4.4,56.0,64
2021-04-14 10:00,2021,4,14,10,6.8,14,5.8,14,72,2.4,54.0,52,75,2.4,54,52,75,1.6,46,54,1.6,50,54,51,63,13,59.0,5.1,4.1,64,238,0.4,13,55,5.1,4.1,64,161,0.4,14,54.0,5.1,4.1,62,305,0.4,9.92900000000001,4.1,5.1,55.0,64
2021-04-14 12:00,2021,4,14,12,6.6,14,5.9,14,69,2.5,51.0,53,79,2.5,51,53,76,1.6,49,49,1.7,49,46,50,71,14,56.0,5.2,4.3,63,245,0.4,14,36,5.2,4.2,43,195,0.4,15,56.0,5.3,4.3,64,306,0.4,0.0850000000000062,4.3,5.3,56.0,64
2021-04-14 14:00,2021,4,14,14,6.7,14,6.1,14,66,2.4,56.0,53,75,2.4,55,53,75,1.8,49,48,1.8,49,52,52,69,13,56.0,4.2,3.5,63,157,0.4,13,49,4.0,3.5,57,306,0.4,14,57.0,4.0,3.3,64,137,0.4,2.88499999999999,3.5,4.2,56.0,64
2021-04-14 16:00,2021,4,14,16,6.8,14,6.0,14,67,2.4,53.0,54,72,2.4,53,53,76,1.8,49,47,1.8,47,52,52,70,13,56.0,4.0,3.4,63,291,0.4,13,58,4.0,3.3,66,182,0.4,14,51.0,4.0,3.3,58,134,0.4,0.214000000000006,3.4,4.0,56.0,66
2021-04-14 18:00,2021,4,14,18,6.5,14,5.9,14,69,2.2,57.0,55,73,2.2,57,52,72,1.4,49,49,1.4,52,52,48,10,13,60.0,4.4,3.4,66,280,0.4,13,61,4.6,3.5,68,291,0.4,14,61.0,5.0,3.9,67,134,0.4,3.00499999999999,3.9,5.0,61.0,68
2021-04-14 20:00,2021,4,14,20,6.5,14,6.0,14,71,2.2,54.0,54,76,2.2,53,53,71,1.2,47,55,1.3,50,45,41,10,13,55.0,4.4,3.4,50,161,0.4,13,56,4.6,3.5,62,280,0.4,14,57.0,5.0,3.9,63,134,0.4,2.38600000000001,3.9,5.0,56.0,63
2021-04-14 22:00,2021,4,14,22,6.8,14,5.8,14,71,2.2,54.0,54,75,2.2,53,53,74,1.2,47,55,1.3,50,45,39,10,13,54.0,4.4,3.4,61,195,0.4,13,52,4.6,3.5,60,161,0.4,14,56.0,5.0,3.9,63,305,0.4,2.047,3.9,5.0,54.0,63
2021-04-15 00:00,2021,4,15,0,6.5,14,6.1,14,60,2.5,55.0,53,75,2.5,55,53,74,1.2,45,54,1.3,51,52,41,10,13,60.0,4.6,3.7,66,264,0.4,13,57,4.6,3.7,64,278,0.4,14,59.0,4.6,3.7,65,241,0.4,4.254,3.7,4.6,59.0,66
2021-04-15 02:00,2021,4,15,2,6.5,14,5.9,14,68,2.2,54.0,54,81,2.2,53,53,76,1.3,47,55,1.3,50,45,39,10,13,56.0,4.4,3.4,61,182,0.4,13,52,4.6,3.5,60,306,0.4,14,56.0,5.0,3.9,63,137,0.4,1.77800000000001,3.9,5.0,56.0,63
2021-04-15 04:00,2021,4,15,4,6.6,14,6.0,14,75,2.2,54.0,53,80,2.2,53,53,73,1.2,49,50,1.2,48,47,38,10,13,55.0,4.4,3.6,61,201,0.4,13,52,5.0,4.4,61,245,0.4,14,52.0,5.0,4.4,61,222,0.4,3.88699999999999,4.4,5.0,52.0,61
2021-04-15 06:00,2021,4,15,6,6.4,14,5.6,14,70,2.2,53.0,53,77,2.2,53,53,74,1.2,47,52,1.2,49,46,37,10,13,55.0,4.4,3.5,60,149,0.4,13,56,5.0,4.2,63,312,0.4,14,55.0,5.0,4.1,62,291,0.4,1.32499999999999,4.2,5.0,55.0,63
2021-04-15 08:00,2021,4,15,8,6.5,14,5.8,14,68,2.2,54.0,53,70,2.2,53,52,76,1.2,47,52,1.2,50,51,37,10,13,55.0,4.4,3.6,60,216,0.4,13,55,4.4,3.6,62,162,0.4,14,54.0,4.4,3.5,61,144,0.4,6.86000000000002,3.6,4.4,55.0,62
2021-04-15 10:00,2021,4,15,10,6.5,14,5.8,14,73,2.3,54.0,56,87,2.3,53,53,71,1.3,45,55,1.3,50,45,43,10,13,55.0,4.6,3.6,61,301,0.4,13,53,4.6,3.6,61,308,0.4,14,56.0,4.6,3.7,62,311,0.4,0.676999999999978,3.7,4.6,55.0,62
2021-04-15 12:00,2021,4,15,12,6.7,14,5.8,14,72,2.2,54.0,53,81,2.2,53,53,71,1.3,46,54,1.4,51,51,42,10,13,55.0,4.0,3.2,61,137,0.4,13,57,4.2,3.4,63,309,0.4,14,53.0,4.7,3.5,60,261,0.4,3.23599999999999,3.5,4.7,55.0,63
2021-04-15 14:00,2021,4,15,14,6.6,14,6.0,14,67,2.2,54.0,54,76,2.2,53,52,73,1.3,48,49,1.3,51,51,41,10,13,54.0,4.2,3.5,61,130,0.4,13,55,4.2,3.5,63,308,0.4,14,55.0,4.1,3.3,63,154,0.4,0.313000000000017,3.5,4.2,55.0,63
2021-04-15 16:00,2021,4,15,16,6.5,14,5.9,14,65,2.2,54.0,52,76,2.2,53,53,78,1.2,46,55,1.3,50,52,50,10,13,53.0,4.2,3.4,60,129,0.4,13,51,4.2,3.3,59,173,0.4,14,54.0,4.4,3.4,61,129,0.4,2.17600000000001,3.4,4.4,53.0,61
2021-04-15 18:00,2021,4,15,18,6.5,14,5.9,14,69,2.2,54.0,52,78,2.2,53,53,71,1.2,46,54,1.3,50,52,50,10,13,53.0,4.2,3.4,60,142,0.4,13,51,4.2,3.3,59,227,0.4,14,54.0,4.4,3.4,64,232,0.4,2.08799999999999,3.4,4.4,53.0,64
2021-04-15 20:00,2021,4,15,20,6.5,14,5.7,14,60,2.4,53.0,52,77,2.4,53,53,77,1.2,46,54,1.3,50,52,43,10,13,54.0,4.2,3.6,61,288,0.4,13,54,4.1,3.5,63,167,0.4,14,57.0,4.0,3.5,64,216,0.4,6.23499999999999,3.6,4.2,54.0,64
2021-04-15 22:00,2021,4,15,22,6.6,14,5.8,14,60,2.5,55.0,53,75,2.5,55,53,74,1.2,45,54,1.3,51,52,40,10,13,60.0,4.6,3.7,66,264,0.4,13,57,4.6,3.7,64,278,0.4,14,59.0,4.6,3.7,65,241,0.4,2.99900000000001,3.7,4.6,59.0,66
2021-04-16 00:00,2021,4,16,0,6.7,14,6.2,14,64,2.5,57.0,54,89,2.5,56,55,74,1.9,45,53,1.9,50,53,44,7,13,56.0,5.1,4.0,63,103,0.4,13,52,5.1,4.0,65,154,0.4,14,57.0,5.1,4.0,64,132,0.4,10.378,4.0,5.1,56.0,65
2021-04-16 02:00,2021,4,16,2,6.8,14,5.9,14,62,2.5,56.0,54,75,2.5,55,52,76,1.3,44,54,1.3,50,55,40,10,13,57.0,4.6,3.7,63,213,0.4,13,54,4.6,3.7,62,141,0.4,14,55.0,4.6,3.7,62,133,0.4,6.32300000000002,3.7,4.6,55.0,63
2021-04-16 04:00,2021,4,16,4,6.7,14,5.9,14,65,2.4,56.0,54,76,2.4,55,53,78,1.3,44,50,1.3,50,55,40,10,13,57.0,4.6,3.7,63,201,0.4,13,53,4.6,3.7,61,245,0.4,14,60.0,4.6,3.7,66,222,0.4,4.88799999999998,3.7,4.6,57.0,66
2021-04-16 06:00,2021,4,16,6,6.5,14,5.9,14,65,2.4,56.0,54,80,2.4,55,53,70,1.4,44,46,1.4,52,52,40,10,13,57.0,4.6,3.7,63,201,0.4,13,53,4.6,3.7,61,245,0.4,14,60.0,4.6,3.7,66,222,0.4,2.23299999999999,3.7,4.6,57.0,66
2021-04-16 08:00,2021,4,16,8,6.6,14,5.7,14,64,2.4,55.0,53,77,2.4,53,53,75,1.4,46,49,1.4,55,51,40,10,13,56.0,4.6,3.7,62,135,0.4,13,55,4.6,3.7,65,321,0.4,14,53.0,4.6,3.7,61,122,0.4,1.19400000000002,3.7,4.6,55.0,65
2021-04-16 10:00,2021,4,16,10,6.8,14,6.0,14,68,2.4,55.0,53,77,2.4,53,53,75,1.4,46,49,1.4,55,51,42,10,13,59.0,4.8,3.9,64,135,0.4,13,57,4.6,3.7,65,321,0.4,14,59.0,4.6,3.7,66,122,0.4,1.173,3.9,4.8,59.0,66
2021-04-16 12:00,2021,4,16,12,6.7,14,5.9,14,68,2.4,58.0,53,77,2.4,58,53,75,1.4,47,49,1.4,52,51,44,10,13,59.0,4.8,3.9,64,135,0.4,13,57,4.6,3.7,65,321,0.4,14,59.0,4.6,3.7,66,122,0.4,1.335,3.9,4.8,59.0,66
2021-04-16 14:00,2021,4,16,14,6.8,14,6.0,14,64,2.4,58.0,53,77,2.4,58,53,75,1.4,47,49,1.4,52,51,47,7,13,59.0,4.8,3.9,64,135,0.4,13,57,4.6,3.7,65,321,0.4,14,59.0,4.6,3.7,66,122,0.4,4.78999999999999,3.9,4.8,59.0,66
2021-04-16 16:00,2021,4,16,16,6.7,14,5.9,14,65,2.4,58.0,53,77,2.4,58,53,75,1.4,47,49,1.4,52,51,47,7,13,59.0,4.8,3.9,65,135,0.4,13,59,4.6,3.7,66,321,0.4,14,63.0,4.6,3.7,68,122,0.4,4.43800000000002,3.9,4.8,59.0,68
2021-04-16 18:00,2021,4,16,18,6.6,14,5.8,14,64,2.4,57.0,53,77,2.4,57,53,75,1.4,47,49,1.4,52,51,47,7,13,56.0,4.8,3.9,64,135,0.4,13,56,4.6,3.7,66,321,0.4,14,59.0,4.6,3.7,67,122,0.4,5.57899999999998,3.9,4.8,56.0,67
2021-04-16 20:00,2021,4,16,20,6.7,14,6.0,14,71,2.4,57.0,53,77,2.4,57,53,75,1.4,47,49,1.4,52,51,47,7,13,62.0,4.8,3.9,67,135,0.4,13,59,4.6,3.7,66,321,0.4,14,52.0,4.6,3.7,66,122,0.4,12.727,3.9,4.8,59.0,67
2021-04-16 22:00,2021,4,16,22,6.6,14,6.1,14,67,2.5,57.0,55,78,2.5,55,54,74,1.9,45,53,1.9,51,53,45,7,13,56.0,5.1,4.0,63,103,0.4,13,52,5.1,4.0,65,154,0.4,14,57.0,5.1,4.0,64,132,0.4,8.17400000000001,4.0,5.1,56.0,65
2021-04-17 00:00,2021,4,17,0,6.6,14,6.0,14,66,2.5,57.0,54,76,2.5,57,54,76,1.2,45,53,1.2,51,53,41,10,14,57.0,5.0,4.0,64,146,0.4,14,57,5.0,4.0,67,156,0.4,15,58.0,5.0,4.0,66,164,0.4,1.793,4.0,5.0,57.0,67
2021-04-17 02:00,2021,4,17,2,6.8,14,5.9,14,65,2.5,56.0,54,70,2.5,56,51,72,1.9,45,49,1.9,50,53,43,7,13,62.0,5.1,4.0,68,266,0.4,13,60,5.1,4.0,68,219,0.4,14,59.0,5.1,4.0,67,288,0.4,9.945,4.0,5.1,60.0,68
2021-04-17 04:00,2021,4,17,4,6.6,14,6.1,14,65,2.5,56.0,54,76,2.5,55,53,78,1.9,44,50,1.9,50,55,43,7,13,55.0,5.0,4.0,63,201,0.4,13,59,5.0,4.0,61,245,0.4,14,58.0,5.0,4.0,67,222,0.4,1.046,4.0,5.0,58.0,67
2021-04-17 06:00,2021,4,17,6,6.8,14,5.7,14,65,2.5,57.0,53,70,2.5,56,53,73,1.9,44,50,1.9,50,55,42,7,13,58.0,5.0,4.0,65,288,0.4,13,57,5.0,4.0,66,312,0.4,14,56.0,5.0,4.0,64,144,0.4,1.875,4.0,5.0,57.0,66
